|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
43|(41.518134, -87.390558)|{'distance': 47.93, 'position': (41.517703000000004, -87.390551)}|{'distance': 83.56, 'position': (41.517401, -87.39077900000001)}|{'distance': 765.86, 'position': (41.513873999999994, -87.38333)}|{'distance': 56480.61, 'position': (41.475541, -88.066338)}|{'distance': 85.84, 'position': (41.518905999999994, -87.390557)}|{'distance': 56444.3, 'position': (41.476857, -88.066053)}|{'distance': 108.22, 'position': (41.5173, -87.38988799999998)}|{'distance': 56508.08, 'position': (41.475533, -88.066668)}|{'distance': 165.59, 'position': (41.516734, -87.38987999999999)}
44|(41.518171, -87.390559)|{'distance': 44.15, 'position': (41.517774, -87.390551)}|{'distance': 88.2, 'position': (41.517403, -87.390824)}|{'distance': 765.94, 'position': (41.51389, -87.383352)}|{'distance': 56475.46, 'position': (41.475558, -88.066275)}|{'distance': 89.97, 'position': (41.51898, -87.390579)}|{'distance': 56444.48, 'position': (41.476933, -88.066061)}|{'distance': 109.4, 'position': (41.517326000000004, -87.389886)}|{'distance': 56508.82, 'position': (41.475533, -88.066674)}|{'distance': 163.04, 'position': (41.51679600000001, -87.38987900000001)}
45|(41.518211, -87.39056099999999)|{'distance': 40.18, 'position': (41.517849999999996, -87.39054)}|{'distance': 92.94, 'position': (41.517407000000006, -87.390866)}|{'distance': 766.3, 'position': (41.513906999999996, -87.38337299999999)}|{'distance': 56470.13, 'position': (41.475571, -88.06621)}|{'distance': 134.24, 'position': (41.519417999999995, -87.390591)}|{'distance': 56444.68, 'position': (41.47701, -88.06607)}|{'distance': 111.11, 'position': (41.517349, -87.389886)}|{'distance': 56509.23, 'position': (41.475536000000005, -88.066677)}|{'distance': 162.99, 'position': (41.516836999999995, -87.38987900000001)}
46|(41.518254, -87.390564)|{'distance': 38.11, 'position': (41.517911999999995, -87.390535)}|{'distance': 97.68, 'position': (41.517413, -87.390903)}|{'distance': 767.01, 'position': (41.513923000000005, -87.38339400000001)}|{'distance': 56464.67, 'position': (41.475583, -88.06614400000001)}|{'distance': 134.92, 'position': (41.519467000000006, -87.390603)}|{'distance': 56444.82, 'position': (41.477087000000004, -88.066079)}|{'distance': 113.64, 'position': (41.51736700000001, -87.389886)}|{'distance': 56509.57, 'position': (41.47554, -88.06667999999999)}|{'distance': 163.33, 'position': (41.516877, -87.389881)}
47|(41.518299999999996, -87.39056599999999)|{'distance': 37.35, 'position': (41.517965000000004, -87.390534)}|{'distance': 102.08, 'position': (41.517433000000004, -87.390969)}|{'distance': 767.74, 'position': (41.513941, -87.383415)}|{'distance': 56459.61, 'position': (41.475591, -88.066081)}|{'distance': 134.0, 'position': (41.519505, -87.39054700000001)}|{'distance': 56445.07, 'position': (41.477164, -88.066088)}|{'distance': 116.43, 'position': (41.517385000000004, -87.389886)}|{'distance': 56509.85, 'position': (41.475545000000004, -88.066681)}|{'distance': 163.98, 'position': (41.516916, -87.389886)}
48|(41.518347999999996, -87.390576)|{'distance': 38.09, 'position': (41.518007, -87.39053200000001)}|{'distance': 105.68, 'position': (41.517459, -87.39102500000001)}|{'distance': 766.1, 'position': (41.513972, -87.383469)}|{'distance': 56454.4, 'position': (41.475599, -88.066024)}|{'distance': 133.78, 'position': (41.51955, -87.39050800000001)}|{'distance': 56444.78, 'position': (41.477238, -88.066098)}|{'distance': 119.58, 'position': (41.517404, -87.38988799999998)}|{'distance': 56509.48, 'position': (41.475550000000005, -88.066682)}|{'distance': 165.06, 'position': (41.516954999999996, -87.389891)}
49|(41.518398, -87.390579)|{'distance': 40.01, 'position': (41.51804, -87.390531)}|{'distance': 109.78, 'position': (41.517477, -87.391054)}|{'distance': 766.02, 'position': (41.513996, -87.38350200000001)}|{'distance': 56450.38, 'position': (41.47561399999999, -88.065975)}|{'distance': 133.14, 'position': (41.519592, -87.39046)}|{'distance': 56445.04, 'position': (41.477309, -88.06610699999999)}|{'distance': 122.68, 'position': (41.517421999999996, -87.389892)}|{'distance': 56509.72, 'position': (41.47555500000001, -88.066683)}|{'distance': 166.18, 'position': (41.516994000000004, -87.389895)}
50|(41.51845, -87.390582)|{'distance': 43.36, 'position': (41.518062, -87.39053)}|{'distance': 114.4, 'position': (41.517489999999995, -87.391076)}|{'distance': 766.35, 'position': (41.51402, -87.383531)}|{'distance': 56447.0, 'position': (41.475634, -88.065934)}|{'distance': 132.98, 'position': (41.51964, -87.390423)}|{'distance': 56445.08, 'position': (41.477378, -88.066113)}|{'distance': 127.4, 'position': (41.517421000000006, -87.389909)}|{'distance': 56509.78, 'position': (41.475528000000004, -88.066678)}|{'distance': 168.5, 'position': (41.517023, -87.38990100000001)}
51|(41.518509, -87.39057199999999)|{'distance': 48.72, 'position': (41.518072000000004, -87.390529)}|{'distance': 119.7, 'position': (41.517508, -87.39110099999999)}|{'distance': 766.35, 'position': (41.514047, -87.383557)}|{'distance': 56445.72, 'position': (41.475658, -88.065905)}|{'distance': 143.73, 'position': (41.519801, -87.390625)}|{'distance': 56446.03, 'position': (41.477444999999996, -88.06611600000001)}|{'distance': 132.57, 'position': (41.517416999999995, -87.389933)}|{'distance': 56511.11, 'position': (41.475523, -88.066677)}|{'distance': 171.19, 'position': (41.517053, -87.389904)}
52|(41.518566, -87.390564)|{'distance': 54.79, 'position': (41.518074, -87.390527)}|{'distance': 124.93, 'position': (41.517524, -87.39112499999999)}|{'distance': 766.69, 'position': (41.514072999999996, -87.38357900000001)}|{'distance': 56446.27, 'position': (41.475713, -88.06590399999999)}|{'distance': 144.09, 'position': (41.519861, -87.390626)}|{'distance': 56446.58, 'position': (41.477509, -88.06611600000001)}|{'distance': 136.64, 'position': (41.517427, -87.389948)}|{'distance': 56512.4, 'position': (41.475528000000004, -88.06667900000001)}|{'distance': 174.03, 'position': (41.51707999999999, -87.38990799999999)}
53|(41.518623, -87.390564)|{'distance': 61.13, 'position': (41.518074, -87.39052600000001)}|{'distance': 129.57, 'position': (41.517539, -87.39113499999999)}|{'distance': 767.92, 'position': (41.514101000000004, -87.383593)}|{'distance': 56446.67, 'position': (41.475758, -88.065908)}|{'distance': 144.09, 'position': (41.519918, -87.390626)}|{'distance': 56446.49, 'position': (41.47756999999999, -88.06611600000001)}|{'distance': 137.78, 'position': (41.517439, -87.39007600000001)}|{'distance': 56513.91, 'position': (41.475528000000004, -88.06669099999999)}|{'distance': 177.17, 'position': (41.517106999999996, -87.389909)}
54|(41.518671999999995, -87.39056599999999)|{'distance': 66.69, 'position': (41.518073, -87.39052600000001)}|{'distance': 133.34, 'position': (41.517554, -87.391145)}|{'distance': 769.03, 'position': (41.514133, -87.38359700000001)}|{'distance': 56446.95, 'position': (41.475808, -88.06591399999999)}|{'distance': 148.48, 'position': (41.52000699999999, -87.390607)}|{'distance': 56446.25, 'position': (41.477631, -88.06611699999999)}|{'distance': 143.26, 'position': (41.517423, -87.390144)}|{'distance': 56514.6, 'position': (41.475528000000004, -88.066696)}|{'distance': 178.12, 'position': (41.517148999999996, -87.38990299999999)}
55|(41.518714, -87.390568)|{'distance': 71.36, 'position': (41.518073, -87.39052600000001)}|{'distance': 136.15, 'position': (41.51757, -87.39115100000001)}|{'distance': 770.07, 'position': (41.514172, -87.383586)}|{'distance': 56447.12, 'position': (41.475854, -88.065919)}|{'distance': 151.47, 'position': (41.520075999999996, -87.390602)}|{'distance': 56445.88, 'position': (41.47769100000001, -88.06611699999999)}|{'distance': 146.92, 'position': (41.517421000000006, -87.39020500000001)}|{'distance': 56515.47, 'position': (41.475528000000004, -88.06670400000002)}|{'distance': 178.65, 'position': (41.51718700000001, -87.38990100000001)}
56|(41.518747000000005, -87.39057000000001)|{'distance': 73.81, 'position': (41.518084, -87.39052600000001)}|{'distance': 138.45, 'position': (41.517582000000004, -87.391157)}|{'distance': 769.76, 'position': (41.514217, -87.38357900000001)}|{'distance': 56447.34, 'position': (41.475904, -88.065926)}|{'distance': 155.14, 'position': (41.52014199999999, -87.390601)}|{'distance': 56446.75, 'position': (41.477761, -88.066134)}|{'distance': 149.94, 'position': (41.517418, -87.390265)}|{'distance': 56516.49, 'position': (41.475514000000004, -88.066713)}|{'distance': 178.41, 'position': (41.517223, -87.3899)}
57|(41.518770999999994, -87.39057000000001)|{'distance': 74.37, 'position': (41.518103, -87.390525)}|{'distance': 153.32, 'position': (41.517429, -87.390993)}|{'distance': 770.06, 'position': (41.514255000000006, -87.383558)}|{'distance': 56447.28, 'position': (41.475973999999994, -88.065931)}|{'distance': 159.48, 'position': (41.520205, -87.390602)}|{'distance': 56446.77, 'position': (41.477754000000004, -88.066131)}|{'distance': 151.98, 'position': (41.517416999999995, -87.390321)}|{'distance': 56517.05, 'position': (41.475505000000005, -88.066716)}|{'distance': 175.91, 'position': (41.51725999999999, -87.389944)}
58|(41.518787, -87.39057000000001)|{'distance': 73.04, 'position': (41.518131000000004, -87.39052600000001)}|{'distance': 148.48, 'position': (41.517484, -87.39095999999999)}|{'distance': 770.05, 'position': (41.514442, -87.38336799999999)}|{'distance': 56447.31, 'position': (41.476028, -88.06593600000001)}|{'distance': 164.93, 'position': (41.520270000000004, -87.390603)}|{'distance': 56446.9, 'position': (41.477782, -88.066134)}|{'distance': 153.47, 'position': (41.517415, -87.39036899999999)}|{'distance': 56516.96, 'position': (41.475495, -88.06671200000001)}|{'distance': 174.15, 'position': (41.517288, -87.389964)}
59|(41.518815000000004, -87.390563)|{'distance': 72.34, 'position': (41.518164999999996, -87.390527)}|{'distance': 152.12, 'position': (41.517473, -87.390918)}|{'distance': 771.69, 'position': (41.514453, -87.383354)}|{'distance': 56448.76, 'position': (41.476084, -88.06594999999999)}|{'distance': 168.72, 'position': (41.520331999999996, -87.390604)}|{'distance': 56448.6, 'position': (41.477785000000004, -88.06614499999999)}|{'distance': 156.31, 'position': (41.517414, -87.390409)}|{'distance': 56516.04, 'position': (41.475488, -88.06669)}|{'distance': 174.78, 'position': (41.517317000000006, -87.389927)}
60|(41.51885, -87.390557)|{'distance': 71.76, 'position': (41.518204999999995, -87.39052799999999)}|{'distance': 157.71, 'position': (41.517449, -87.390852)}|{'distance': 775.32, 'position': (41.514451, -87.383332)}|{'distance': 56449.74, 'position': (41.476142, -88.065959)}|{'distance': 179.4, 'position': (41.520463, -87.390605)}|{'distance': 56448.82, 'position': (41.477793, -88.066139)}|{'distance': 160.51, 'position': (41.517409, -87.390444)}|{'distance': 56515.23, 'position': (41.475483999999994, -88.06666999999999)}|{'distance': 176.96, 'position': (41.517331000000006, -87.389923)}
61|(41.51889, -87.390553)|{'distance': 71.41, 'position': (41.518248, -87.390531)}|{'distance': 165.11, 'position': (41.517416999999995, -87.39080299999999)}|{'distance': 780.17, 'position': (41.514444999999995, -87.383303)}|{'distance': 56450.55, 'position': (41.476198000000004, -88.065967)}|{'distance': 182.3, 'position': (41.520528999999996, -87.390606)}|{'distance': 56449.25, 'position': (41.477802000000004, -88.066137)}|{'distance': 162.59, 'position': (41.517430000000004, -87.390445)}|{'distance': 56513.86, 'position': (41.475483000000004, -88.06664500000001)}|{'distance': 180.19, 'position': (41.517339, -87.389926)}
62|(41.518934, -87.390551)|{'distance': 70.85, 'position': (41.518297000000004, -87.39053200000001)}|{'distance': 172.31, 'position': (41.517392, -87.390756)}|{'distance': 786.62, 'position': (41.514466, -87.383226)}|{'distance': 56451.31, 'position': (41.476338999999996, -88.065986)}|{'distance': 184.64, 'position': (41.520594, -87.390607)}|{'distance': 56449.92, 'position': (41.477806, -88.066139)}|{'distance': 166.76, 'position': (41.517436, -87.390456)}|{'distance': 56510.31, 'position': (41.475496, -88.066597)}|{'distance': 183.97, 'position': (41.517345999999996, -87.38993099999999)}
63|(41.518981999999994, -87.390551)|{'distance': 70.62, 'position': (41.518347000000006, -87.39053700000001)}|{'distance': 180.42, 'position': (41.517361, -87.390647)}|{'distance': 793.69, 'position': (41.514541, -87.383088)}|{'distance': 56451.94, 'position': (41.476428, -88.06599899999999)}|{'distance': 193.87, 'position': (41.520725, -87.39060799999999)}|{'distance': 56450.4, 'position': (41.477808, -88.06613999999999)}|{'distance': 171.35, 'position': (41.517442, -87.390478)}|{'distance': 56506.49, 'position': (41.475507, -88.06654699999999)}|{'distance': 187.89, 'position': (41.517356, -87.389937)}
64|(41.519036, -87.390551)|{'distance': 71.17, 'position': (41.518396, -87.39054)}|{'distance': 187.47, 'position': (41.517351, -87.39062799999999)}|{'distance': 801.69, 'position': (41.514551000000004, -87.383012)}|{'distance': 56452.57, 'position': (41.476498, -88.066009)}|{'distance': 195.21, 'position': (41.520791, -87.39061)}|{'distance': 56450.86, 'position': (41.477808, -88.06613999999999)}|{'distance': 177.06, 'position': (41.517444, -87.390507)}|{'distance': 56502.83, 'position': (41.47552399999999, -88.06649900000001)}|{'distance': 192.32, 'position': (41.51736700000001, -87.38994500000001)}
65|(41.519093000000005, -87.39055200000001)|{'distance': 70.84, 'position': (41.51845599999999, -87.390541)}|{'distance': 196.15, 'position': (41.517329, -87.390568)}|{'distance': 810.12, 'position': (41.514552, -87.382943)}|{'distance': 56453.16, 'position': (41.476566000000005, -88.066019)}|{'distance': 196.33, 'position': (41.520858, -87.390614)}|{'distance': 56451.27, 'position': (41.477808, -88.06613999999999)}|{'distance': 183.69, 'position': (41.517441, -87.39054700000001)}|{'distance': 56499.1, 'position': (41.475542, -88.066451)}|{'distance': 197.97, 'position': (41.51736700000001, -87.38996900000001)}
66|(41.519152000000005, -87.390553)|{'distance': 70.4, 'position': (41.518519, -87.390535)}|{'distance': 203.94, 'position': (41.517317999999996, -87.390531)}|{'distance': 819.24, 'position': (41.514548999999995, -87.38287)}|{'distance': 56453.75, 'position': (41.476636, -88.066029)}|{'distance': 197.11, 'position': (41.52092400000001, -87.390615)}|{'distance': 56451.69, 'position': (41.477808, -88.06613999999999)}|{'distance': 190.17, 'position': (41.517442, -87.39059400000001)}|{'distance': 56495.28, 'position': (41.475563, -88.066402)}|{'distance': 203.82, 'position': (41.517368, -87.38999100000001)}
67|(41.519211999999996, -87.390555)|{'distance': 70.52, 'position': (41.518578, -87.39053200000001)}|{'distance': 211.34, 'position': (41.517313, -87.39045)}|{'distance': 828.49, 'position': (41.514546, -87.382797)}|{'distance': 56454.11, 'position': (41.476705, -88.066037)}|{'distance': 197.77, 'position': (41.520990000000005, -87.390617)}|{'distance': 56452.04, 'position': (41.477808, -88.06613999999999)}|{'distance': 196.52, 'position': (41.517446, -87.390646)}|{'distance': 56490.99, 'position': (41.475582, -88.066348)}|{'distance': 209.82, 'position': (41.517369, -87.390014)}
68|(41.519272, -87.390558)|{'distance': 70.87, 'position': (41.518635, -87.390531)}|{'distance': 217.29, 'position': (41.517321, -87.39040999999999)}|{'distance': 838.02, 'position': (41.514542, -87.382722)}|{'distance': 56454.29, 'position': (41.476774999999996, -88.066044)}|{'distance': 198.44, 'position': (41.521056, -87.390619)}|{'distance': 56452.31, 'position': (41.477808, -88.06613999999999)}|{'distance': 202.81, 'position': (41.517451, -87.390696)}|{'distance': 56486.46, 'position': (41.47560000000001, -88.06629199999999)}|{'distance': 213.58, 'position': (41.517387, -87.39006499999999)}
69|(41.519339, -87.390558)|{'distance': 72.41, 'position': (41.518688000000004, -87.390536)}|{'distance': 225.22, 'position': (41.517317999999996, -87.390379)}|{'distance': 848.03, 'position': (41.514538, -87.382644)}|{'distance': 56454.9, 'position': (41.476842, -88.066052)}|{'distance': 198.01, 'position': (41.521119, -87.39062799999999)}|{'distance': 56452.89, 'position': (41.477808, -88.06613999999999)}|{'distance': 209.85, 'position': (41.51745700000001, -87.390746)}|{'distance': 56482.11, 'position': (41.475615, -88.06623400000001)}|{'distance': 220.46, 'position': (41.517385999999995, -87.39010200000001)}
70|(41.519405, -87.390558)|{'distance': 75.07, 'position': (41.51873, -87.39054)}|{'distance': 212.17, 'position': (41.517497999999996, -87.390472)}|{'distance': 858.18, 'position': (41.514533, -87.382564)}|{'distance': 56455.4, 'position': (41.47691, -88.06605900000001)}|{'distance': 198.47, 'position': (41.52118900000001, -87.390633)}|{'distance': 56453.47, 'position': (41.477808, -88.06613999999999)}|{'distance': 211.67, 'position': (41.517513, -87.390838)}|{'distance': 56477.77, 'position': (41.475628, -88.066176)}|{'distance': 224.31, 'position': (41.51741, -87.390159)}
71|(41.51947199999999, -87.390559)|{'distance': 77.63, 'position': (41.518774, -87.39054200000001)}|{'distance': 214.43, 'position': (41.517545, -87.39046)}|{'distance': 874.25, 'position': (41.514521, -87.382402)}|{'distance': 56455.94, 'position': (41.476975, -88.066067)}|{'distance': 199.38, 'position': (41.521264, -87.390643)}|{'distance': 56453.96, 'position': (41.477808, -88.06613999999999)}|{'distance': 216.85, 'position': (41.51754, -87.390914)}|{'distance': 56473.14, 'position': (41.47563, -88.066114)}|{'distance': 229.37, 'position': (41.51742599999999, -87.390208)}
72|(41.519539, -87.39056099999999)|{'distance': 82.07, 'position': (41.518801, -87.390544)}|{'distance': 215.46, 'position': (41.517603, -87.390453)}|{'distance': 884.63, 'position': (41.51451, -87.382328)}|{'distance': 56456.48, 'position': (41.477041, -88.066076)}|{'distance': 199.03, 'position': (41.521328000000004, -87.390636)}|{'distance': 56454.38, 'position': (41.477808, -88.06613999999999)}|{'distance': 223.15, 'position': (41.517558, -87.39099)}|{'distance': 56468.98, 'position': (41.475634, -88.06605900000001)}|{'distance': 234.65, 'position': (41.517441, -87.39025799999999)}
73|(41.519606, -87.390562)|{'distance': 87.74, 'position': (41.518817, -87.39054700000001)}|{'distance': 217.51, 'position': (41.517652, -87.39044)}|{'distance': 894.78, 'position': (41.51454, -87.382212)}|{'distance': 56456.93, 'position': (41.477107, -88.06608299999999)}|{'distance': 198.9, 'position': (41.521394, -87.39063)}|{'distance': 56454.88, 'position': (41.477808, -88.06613999999999)}|{'distance': 229.65, 'position': (41.517577, -87.39107700000001)}|{'distance': 56465.53, 'position': (41.475634, -88.066011)}|{'distance': 240.22, 'position': (41.517454, -87.390308)}
